CDRCode,statute,CDRDescription,classification,class,CDRStatus,RangeOfPunishment,max_time_days,min_time_days,conjunct,max_fine,min_fine,mandatory_incarceration,mandatory_fine,drug_type,drug_crime_category,other_punish,statutory_requires_gps,statutory_most_serious,statutory_nonviolent,statutory_serious,statutory_violent,statutory_unlisted
3742,16-13-0180(B),"RSG / RECEIVING GOODS, REPRESENTED AS STOLEN, VALUE MORE THAN $2,000 BUT LESS THAN $10,000",M,A,Active,"NMT 3 YEARS OR NLT $1,000",1095,0,OR,3000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3743,16-13-0180(B),"RSG / RECEIVING GOODS, REPRESENTED AS STOLEN, VALUE $10,000 OR MORE",F,E,Active,"NMT 10 YEARS OR NLT $2,000",3650,0,OR,6000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3744,16-13-180(B),"RSG / RECEIVING GOODS, REPRESENTED AS STOLEN, VALUE $2,000 OR LESS (ENHANCEMENT PER 16-1-57)",F,E,Active,NMT 10 YEARS,3650,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3745,16-13-0180(B),"RSG / RECEIVING GOODS, REPRESENTED AS STOLEN, VALUE MORE THAN $2,000 BUT LESS THAN $10,000 (ENHANCEMENT PER 16-1-57)",F,E,Active,NMT 10 YEARS,3650,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3746,16-13-0131(A),"LARCENY / UNLAWFUL CREATION OF PRODUCT CODE, FIRST OFFENSE",M,A,Active,"NMT 3 YEARS &/OR NMT $5,000",1095,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3747,16-13-0131(A),"LARCENY / UNLAWFUL CREATION OF PRODUCT CODE, SECOND OR SUBSEQUENT OFFENSE",F,E,Active,"NMT 10 YEARS &/OR NMT $10,000",3650,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3748,16-13-0131(B),"LARCENY / AFFIXING FRAUDULENT PRODUCT CODE, 1ST OFFENSE",M,A,Active,"NMT 3 YEARS &/OR NMT $5,000",1095,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3749,16-13-0131(B),"LARCENY / AFFIXING FRAUDULENT PRODUCT CODE, 2ND OR SUBSEQUENT OFFENSE",F,E,Active,"NMT 10 YEARS &/OR NMT $10,000",3650,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3750,16-13-0135(B)(1),"LARCENY / RETAIL THEFT, VALUE OVER $2,000 IN 90 DAYS, 1ST OFFENSE",M,A,Active,"NMT 3 YEARS &/OR NMT $5,000",1095,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3751,16-13-0135(B)(1),"LARCENY / RETAIL THEFT, VALUE OVER $2,000 IN 90 DAYS, 2ND OR SUBSEQUENT OFFENSE",F,C,Active,"NMT 10 YEARS &/OR NMT $10,000",3650,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3752,16-13-0135(B)(2)(a),"LARCENY / CONSPIRE WITH ANOTHER TO COMMIT RETAIL THEFT, VALUE OVER $2,000 AGGREGATED OVER 90 DAYS, 1ST OFFENSE",M,A,Active,"NMT 3 YEARS &/OR NMT $5,000",1095,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3753,16-13-0135(B)(2)(a),"LARCENY / CONSPIRE WITH ANOTHER TO COMMIT RETAIL THEFT, VALUE OVER $2,000 AGGREGATED OVER 90 DAYS, 2ND OR SUBSEQUENT OFFENSE",F,C,Active,"NMT 20 YEARS &/OR NMT $10,000",7300,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3754,16-13-0135(B)(3),"RSG / UNLAWFUL POSSESSION OR SALE OF STOLEN RETAIL PROPERTY, FIRST OFFENSE",M,A,Active,"NMT 3 YEARS &/OR NMT $5,000",1095,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3755,16-13-0135(B)(3),"RSG / UNLAWFUL POSSESSION OR SALE OF STOLEN RETAIL PROPERTY, 2ND OR SUBSEQUENT OFFENSE",F,C,Active,"NMT 20 YEARS &/OR NMT $10,000",7300,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3756,16-23-0465(A),WEAPONS / ADDITIONAL PENALTY TO 16-11-330 & 16-23-460 FOR GUN ON PREMISES WHERE ALCOHOL SOLD,M,B,Active,"NMT 2 YEARS &/OR NMT $2,000",730,0,AND/OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3757,16-23-0465(B)(1),WEAPONS / UNLAWFUL CONSUMPTION OF ALCOHOL WHILE CARRYING CONCEALED WEAPON,M,B,Active,"NMT 2 YEARS &/OR NMT $2,000",730,0,AND/OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3758,16-23-0465(B)(2),WEAPONS / CARRYING WEAPON IN BUSINESS PROHIBITING CONCEALED WEAPON,M,B,Active,"NMT 2 YEARS &/OR NMT $2,000",730,0,AND/OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3759,16-23-0465(B)(3),WEAPONS / REFUSING REQUEST TO LEAVE OR REMOVE WEAPON FROM PREMISES,M,B,Active,"NMT 2 YEARS &/OR NMT $2,000",730,0,AND/OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3760,23-31-0215(M)(10),WEAPONS / CARRYING CONCEALABLE WEAPON INTO POSTED PLACES,M,U,Active,NMT 30 DAYS OR NMT $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3761,40-47-0200,MEDICINE / UNLAWFULLY PRACTICING MEDICINE OR OSTEOPATHY; OR SUBMITTING FALSE INFORMATION TO OBTAIN LICENSE,M,C,Active,"NMT 1 YEAR &/OR NMT $50,000",365,0,AND/OR,50000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3762,40-47-0112,MEDICINE / ATTENDING A PATIENT WHILE UNDER THE INFLUENCE,M,C,Active,"NMT 1 YEAR OR NMT $10,000",365,0,OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3763,56-05-3160,TRAFFIC / PEDESTRIANS ON HIGHWAYS,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3764,16-17-0760(B)(1),MILITARY / KNOWINGLY AND FALSELY REPRESENTING SERVICE IN ARMED FORCES,M,U,Active,NMT 30 DAYS &/OR NMT $500,30,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3765,16-17-0760(B)2,"MILITARY / KNOWINGLY AND FALSELY REPRESENTING BEING AWARDED MEDAL OF HONOR, ETC.",M,C,Active,"NMT 1 YEAR &/OR NMT $5,000",365,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3766,50-11-0600,WILDLIFE / USE OF BIRDS OF PREY TO TAKE WILDLIFE,M,U,Active,NMT 30 DAYS &/OR $50 - $500,30,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3767,04-23-1060,"FIREFIGHTERS / PARK IN VICINITY OF FIRE APPARATUS OR OTHER EMERGENCY VEHICLE OR DRIVE OVER FIRE HOSE, WEST FLORENCE FIRE DISTRICT",M,U,Active,FINE $10 - $100,0,0,NONE,100,10,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3768,04-23-1070,"FIREFIGHTERS / INTERFERENCE WITH FIREFIGHTERS OR APPARATUS, DAMAGE DISTRICT PROP., WEST FLORENCE FIRE DISTRICT",M,U,Active,NMT 30 DAYS OR $30-$100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3769,24-13-0425,"PRISONERS / REMOVING, DESTROYING, OR CIRCUMVENTING OPERATION OF ELECTRONIC MONITORING DEVICE",M,A,Active,"NMT 3 YEARS &/OR NMT $3,000",1095,0,AND/OR,3000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3770,24-13-0425,"PRISONERS / REQUESTING OR SOLICITING ANOTHER TO REMOVE, DESTROY, OR CIRCUMVENT OPERATION OF ELECTRONIC MONITORING DEVICE",M,A,Active,"NMT 3 YEARS &/OR NMT $3,000",1095,0,AND/OR,3000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3771,16-17-0680(I)(1)(c),METALS / PRESENTING A FALSIFIED BILL OF SALE FOR A COIL,M,A,Active,NMT 3 YEARS &/OR DISCRETIONARY FINE,1095,0,AND/OR,45000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3772,46-55-0060,"AGRICULTURE / MANUFACTURING, DISTRIBUTING, ETC., IN A MANNER INTENDED TO DISGUISE THE MARIJUANA DUE TO ITS PROXIMITY TO INDUSTRIAL HEMP",M,A,Active,"NMT 3 YEARS &/OR NMT $3,000",1095,0,AND/OR,3000,0,FALSE,FALSE,MJ,DRUGS-MDP,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3773,58-15-0870,"RAILROAD / INJURING, DEFACING, ETC., RAILROAD OR ELECTRIC RAILWAY GENERALLY, LIFE NOT ENDANGERED",M,U,Active,"NMT 5 YEARS &/OR NMT $1,000",1825,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3774,58-15-0870,"RAILROAD / INJURING, DEFACING, ETC., RAILROAD OR ELECTRIC RAILWAY GENERALLY, IF ACT ENDANGERS LIFE OR RESULTS IN GREAT BODILY INJURY",F,C,Active,NMT 20 YEARS,7300,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3775,58-15-0870,"RAILROAD / INJURING, DEFACING, ETC., RAILROAD OR ELECTRIC RAILWAY GENERALLY, IF ACT RESULTS IN DEATH OF ANOTHER",F,A,Active,NMT 30 YEARS,10950,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3776,44-53-0375(B),"DRUGS / MANUFACTURE METH, 1ST",F,D,Active,"NMT 15 YEARS &/OR NMT $25,000",5475,0,AND/OR,25000,0,FALSE,FALSE,METH/COCAINE BASE,DRUGS-MDP,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3777,44-53-0375(B),"DRUGS / MANUFACTURE METH, 2ND",F,A,Active,"NMT 30 YEARS &/OR NMT $50,000",10950,0,AND/OR,50000,0,FALSE,FALSE,METH/COCAINE BASE,DRUGS-MDP,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
3778,44-53-0375(B),"DRUGS / MANUFACTURE METH, 3RD OR SUB. OFFENSE",F,A,Active,"10 YEARS - 30 YEARS &/OR NMT $50,000",10950,0,AND/OR,50000,0,FALSE,FALSE,METH/COCAINE BASE,DRUGS-MDP,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3782,58-15-0875,"RAILROAD / PURCHASING, SELLING, TRANSPORTING RAILROAD TRACK MATERIAL FOR RECYCLING, 1ST",M,C,Active,1 YEAR &/OR NLT $250,365,0,AND/OR,750,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3783,58-15-0875,"RAILROAD / PURCHASING, SELLING, TRANSPORTING RAILROAD TRACK MATERIAL FOR RECYCLING, 2ND",M,A,Active,NMT 3 YEARS &/OR NLT $500,1095,0,AND/OR,1500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3784,58-15-0875,"RAILROAD / PURCHASING, SELLING, TRANSPORTING RAILROAD TRACK MATERIAL FOR RECYCLING, 3RD OR SUB. OFFENSE",F,F,Active,NMT 5 YEARS &/OR NLT $1000,1825,0,AND/OR,3000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3785,44-53-1680(A),PRESCRIPTION / FAILING TO SUBMIT PRESCRIPTION MONITORING INFORMATION OR SUBMITTING INCORRECT INFORMATION,M,B,Active,"NMT 2 YEARS &/OR NMT $2,000",730,0,AND/OR,2000,0,FALSE,FALSE,PRESCRIPTION,DRUG-OTHER,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3786,44-53-1680(B),PRESCRIPTION / DISCLOSING PRESCRIPTION MONITORING INFORMATION IN VIOLATION OF THIS ARTICLE,F,E,Active,"NMT 10 YEARS &/OR NMT $10,000",3650,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3787,44-53-1680(C),PRESCRIPTION / USING PRESCRIPTION MONITORING INFORMATION IN A MANNER OR FOR A PURPOSE IN VIOLATION OF THIS ARTICLE,F,E,Active,"NMT 10 YEARS &/OR NMT $10,000",3650,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3788,56-05-3890(B),TRAFFIC / UNLAWFUL TO TEXT WHILE OPERATING A MOTOR VEHICLE - NON-CRIMINAL,M,U,Active,FINE $25,0,0,NONE,25,25,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3789,47-01-0040(A),"ANIMALS / ILL TREATMENT OF ANIMALS, IN GENERAL, OVERWORKING, 1ST OFFENSE",M,U,Active,NMT 90 DAYS &/OR NMT $1000,90,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3790,47-01-0040(A),"ANIMALS / ILL TREATMENT OF ANIMALS, IN GENERAL, OVERWORKING, 2ND OR SUB",M,B,Active,"NMT 2 YEARS &/OR NMT $2,000",730,0,AND/OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3791,44-01-0150,"DHEC / DHEC REGULATION R.61-47 VIOLATION OF REQUIREMENTS FOR PRODUCERS, PROCESSORS, HARVESTERS, AND TRANSPORTERS OF SHELLFISH",M,U,Active,NMT 30 DAYS OR NMT $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3792,63-13-0185(B),CHILDREN / ADMINISTERING MEDICATION TO A CHILD UNLAWFULLY AT CHILDCARE FACILITY,M,C,Active,NMT 1 YEAR &/OR NMT $2000,365,0,AND/OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3798,56-01-0460(A)(1)(c),"DUS / DRIVING UNDER SUSPENSION, LICENSE NOT SUSPENDED FOR DUI - 3RD OR SUB. OFFENSE",M,U,Active,"NMT 90 DAYS & $1,000",90,0,AND,1000,1000,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3803,56-05-2941(K)(1),"TRAFFIC / OPERATION OF A VEHICLE WITHOUT IGNITION INTERLOCK DEVICE, 1ST OFFENSE",M,C,Active,"NMT 1 YEAR OR NLT $1,000",365,0,OR,3000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3806,44-96-0170(H)(3),WASTE / DISPOSAL OF WASTE TIRES,M,U,Active,FINE $200,0,0,NONE,200,200,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3808,16-17-0500(C),TOBACCO / UNLAWFULLY SELLING TOBACCO PRODUCTS OR ALTERNATIVE NICOTINE PRODUCTS VIA THE INTERNET OR OTHER REMOTE SALES METHODS - 1ST OFFENSE,M,X,Active,FINE $100 - $200,0,0,NONE,200,100,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3811,16-25-20(A) and (B),DOMESTIC / DOMESTIC VIOLENCE 1ST DEGREE,F,E,Active,NMT 10 YEARS,3650,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
3812,16-25-20 (A) and (C),DOMESTIC / DOMESTIC VIOLENCE 2ND DEGREE,M,A,Active,"NMT 3 YEARS &/OR $2,500 - $5,000",1095,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3813,16-25-20(A),DOMESTIC / DOMESTIC VIOLENCE 3RD DEGREE,M,U,Active,"NMT 90 DAYS &/OR $1,000 - $2,500",90,0,AND/OR,2500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3814,16-25-65(A),DOMESTIC / DOMESTIC VIOLENCE OF A HIGH AND AGGRAVATED NATURE,F,C,Active,NMT 20 YEARS,7300,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
3815,16-25-30(A)(1),"WEAPONS / UNLAWFUL FOR PERSON CONVICTED OF DV 1ST DEGREE, AHAN, ETC., TO SHIP, TRANSPORT, POSSESS OR RECEIVE FIREARM OR AMMUNITION",F,F,Active,"NMT 5 YEARS &/OR NMT $2,000",1825,0,AND/OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3816,16-25-30(A)(2) or (3),"WEAPONS / UNLAWFUL FOR PERSON CONVICTED OF DV 2ND & 3RD DEGREE, ETC., TO SHIP, TRANSPORT, POSSESS OR RECEIVE FIREARM OR AMMUNITION",M,A,Active,"NMT 3 YEARS &/OR NMT $1,000",1095,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3817,16-25-30(A)(4) or (5),"WEAPONS / UNLAWFUL FOR PERSON SUBJECT TO DV ORDER OF PROTECTION, ETC., TO SHIP, TRANSPORT, POSSESS OR RECEIVE FIREARM OR AMMUNITION",M,U,Active,NMT 30 DAYS &/OR NMT $500,30,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3818,16-3-1910,DOMESTIC / VIOLATION OF PERMANENT RESTRAINING ORDER (FELONY UNDERLYING CONVICTION),F,F,Active,NMT 5 YEARS,1825,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3819,16-3-1910,DOMESTIC / VIOLATION OF PERMANENT RESTRAINING ORDER (MISDEMEANOR UNDERLYING CONVICTION),M,A,Active,NMT 3 YEARS &/OR FINE NMT $2000,1095,0,AND/OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3820,16-3-1920,DOMESTIC / VIOLATION OF EMERGENCY RESTRAINING ORDER (FELONY UNDERLYING CONVICTION),F,F,Active,NMT 5 YEARS,1825,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3821,16-3-1920,DOMESTIC / VIOLATION OF EMERGENCY RESTRAINING ORDER (MISDEMEANOR UNDERLYING CONVICTION),M,A,Active,NMT 3 YEARS &/OR FINE NMT $2000,1095,0,AND/OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3822,61-06-4157(B)(3)(a),"ALCOHOL / POSSESSION, USE, OFFER FOR USE, PURCHASE, OFFER TO PURCHASE, ETC., POWDERED OR CRYSTALLINE ALCOHOL, 1ST OFFENSE",O,O,Active,NMT 30 DAYS &/OR NMT $300,30,0,AND/OR,300,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3823,61-06-4157(B)(3)(b),"ALCOHOL / POSSESSION, USE, OFFER FOR USE, PURCHASE, OFFER TO PURCHASE, ETC., POWDERED OR CRYSTALLINE ALCOHOL, 2ND OFFENSE",O,O,Active,NMT 6 MONTHS &/OR NMT $750,180,0,AND/OR,750,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3824,61-06-4157(B)(3)(c),"ALCOHOL / POSSESSION, USE, OFFER FOR USE, PURCHASE, OFFER TO PURCHASE, ETC., POWDERED OR CRYSTALLINE ALCOHOL, 3RD OR SUB. OFFENSE",O,O,Active,"NMT 2 YEARS &/OR NMT $3,000",730,0,AND/OR,3000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3829,17-01-0040(C),RECORDS / DISCLOSURE OF EXPUNGED RECORDS,M,U,Active,NMT 30 DAYS &/OR NMT $100,30,0,AND/OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3830,16-25-0730; 16-25-0740,INFORMATION / DOMESTIC VIOLENCE FATALITY COMMITTEE,M,U,Active,NMT 6 MONTHS OR NMT $500,180,0,OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3831,17-01-0060(B); 17-01-0060(C); 17-01-0060(E),"RECORDS / UNLAWFUL OBTAINING, PUBLISHING, PROVIDING, ETC., ARREST AND BOOKING RECORDS",M,C,Active,"NMT 60 DAYS &/OR NMT $1,000",60,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3832,50-11-0935,"WILDLIFE / UNLAWFUL HUNTING, TRAPPING, TAKING, OR RELEASING ON LAKE CONESTEE NATURE PARK",M,U,Active,NMT 30 DAYS OR NMT $500,30,0,OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3833,44-41-0460(D),ABORTION / INTENTIONAL OR RECKLESS FALSIFICATION OF ANY REQUIRED ABORTION REPORT,M,C,Active,NMT 1 YEAR,365,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3834,44-41-0470,"ABORTION / INTENTIONALLY PERFORM, ETC., ABORTION WHEN POST-FERTILIZATION AGE IS 20 OR MORE WEEKS, UNDETERMINED",M,A,Active,"NMT 3 YEARS &/OR $2,000 - $10,000",1095,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3835,16-13-0165(B)(1)(a),"VEHICLE / INSTALLING, ETC., COUNTERFEIT, NONFUNCTIONAL AIRBAG, DEVICE - 1ST OFFENSE",M,C,Active,NMT 1 YEAR &/OR DISCRETIONARY FINE,365,0,AND/OR,15000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3836,16-13-0165(B)(1)(b),"VEHICLE / INSTALLING, ETC., COUNTERFEIT, NONFUNCTIONAL AIRBAG, DEVICE - 2ND OR SUB. OFFENSE",F,F,Active,"NMT 5 YEARS &/OR NMT $5,000",1825,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3837,16-13-0165(B)(2)(a),"VEHICLE / SELLING, ETC., COUNTERFEIT, NONFUNCTIONAL AIRBAG, DEVICE - 1ST OFFENSE",F,F,Active,NMT 5 YEARS,1825,0,NONE,0,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3838,16-13-0165(B)(2)(b),"VEHICLE / SELLING, ETC., COUNTERFEIT, NONFUNCTIONAL AIRBAG, DEVICE - 2ND OR SUB. OFFENSE",F,E,Active,"NMT 10 YEARS &/OR NMT $10,000",3650,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3839,16-13-0165(B)(4)(a),"VEHICLE / SELLING, ETC., COUNTERFEIT, NONFUNCTIONAL AIRBAG, DEVICE RESULTS IN BODILY HARM, DEATH -1ST OFFENSE",F,E,Active,"NMT 5 YEARS &/OR NMT $5,000",1825,0,AND/OR,5000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3840,16-13-165(B)(4),"VEHICLE / SELLING, ETC., COUNTERFEIT, NONFUNCTIONAL AIRBAG, DEVICE RESULTS IN BODILY HARM, DEATH -2ND OR SUB.",F,C,Active,"NMT 10 YEARS &/OR NMT $10,000",3650,0,AND/OR,10000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3841,16-13-0165(B)(5)(a); 16-13-0165(B)(5)(b),"VEHICLE / NOT INDIVIDUALS SELLING, ETC., COUNTERFEIT, NONFUNCTIONAL AIRBAG, DEVICE",F,U,Active,"3 MONTHS - 10 YEARS &/OR NMT $1,000,000 (1ST); $10,000,000 (2ND OR SUB.)",3650,0,AND/OR,10000000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3842,56-05-4160(C),TRAFFIC / GROSS WEIGHT ON VEHICLE VIOLATION,M,U,Active,"FINE - 500 - 3,500 LBS: $0.04 PER LB; 3,501 - 6,000 LBS: $0.06 PER LB BEGINNING WITH THE EXCESS; 6,001 LBS & MORE: 10 CE",0,0,NONE,1000,0.04,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3843,56-05-4160(J),"TRAFFIC / MOTOR CARRIERS, ETC. FAILING TO PERMIT INSPECTION OF THEIR BOOKS, ETC.",M,U,Active,"FINE $1,000",0,0,NONE,1000,1000,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3844,50-13-0640,WILDLIFE / UNLAWFUL POSSESSION OF BLUE CATFISH,M,U,Active,NMT 30 DAYS &/OR NMT $300,30,0,AND/OR,300,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3845,50-13-0665,"WILDLIFE / UNLAWFUL BAIT WITH TROTLINES, ETC. AND/OR OVER LIMIT",M,U,Active,NMT 30 DAYS OR NMT $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3846,50-13-1940(A),WILDLIFE / UNLAWFUL USE OF FRESHWATER FISH FOR SCIENTIFIC PURPOSES,M,U,Active,NMT 30 DAYS &/OR $200 - $500,30,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3847,26-01-0160,"NOTARY / PERFORMING NOTARIAL ACT W/O COMMISSION, W/O APPEARING BEFORE, ETC.",M,U,Active,NMT 30 DAYS OR NMT $500,30,0,OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3848,40-57-0780,BROKER / FAILURE TO RENEW OR REGISTER LICENSE,M,U,Active,NMT 6 MONTHS &/OR NMT $500,180,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3849,02-20-0420(D),"LOBBYIST / PROHIBITION AGAINST DUAL OFFICES, PLEDGES, AND TRADING IN ELECTION FOR SEAT ON THE BOARD OF ANY INSTITUTION IN SECTION 02-20-0320",M,U,Active,"NMT 90 DAYS OR NMT $1,000",90,0,OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
